1.38	0.011	10.176
1.322	0.015	10.12
1.36	0.003	10.191
1.369	-0.004	10.157
1.374	0.02	10.117
1.363	0.026	10.151
1.362	0.012	10.162
1.384	0.017	10.126
1.325	0.008	10.133
1.401	0.04	10.127
1.33	0.024	10.169
1.368	0.005	10.167
1.353	0.013	10.174
1.379	0.007	10.121
1.345	0.026	10.139
1.388	0.004	10.18
1.356	0.021	10.15
1.366	0.014	10.097
1.35	0.011	10.151
1.358	0.002	10.153
1.382	0.024	10.135
1.355	0.036	10.162
1.368	0.028	10.134
1.389	0.04	10.12
1.384	0.022	10.163
1.369	-0.002	10.136
1.386	0.039	10.148
1.379	0.014	10.168
1.375	-0.001	10.133
1.372	0.016	10.156
1.343	0.011	10.157
1.378	0.017	10.157
1.365	0.014	10.167
1.367	0.007	10.11
1.372	0.002	10.159
1.371	0.009	10.199
1.378	0.026	10.121
1.375	0.0	10.138
1.383	0.025	10.104
1.371	0.026	10.142
1.347	0.023	10.136
1.369	0.028	10.127
1.348	0.013	10.153
1.381	0.014	10.158
1.369	0.015	10.141
1.371	0.025	10.14
1.374	0.014	10.15
1.358	0.026	10.148
1.371	0.022	10.15
1.374	0.048	10.195
1.38	0.026	10.19
1.366	0.017	10.181
1.366	0.002	10.13
1.375	-0.016	10.158
1.355	0.019	10.162
1.368	0.045	10.177
1.358	0.011	10.123
1.362	0.021	10.163
1.338	0.049	10.122
1.378	0.041	10.147
1.37	0.017	10.174
1.363	0.014	10.138
1.369	0.005	10.162
1.362	0.008	10.144
1.373	0.013	10.147
1.387	0.025	10.068
1.363	0.012	10.154
1.28	0.004	10.178
1.526	0.083	10.184
1.286	-0.052	10.227
1.329	-0.028	10.178
1.53	0.145	10.038
1.21	-0.124	10.245
1.428	0.136	10.054
1.38	-0.008	10.168
1.245	0.026	10.178
1.526	0.086	10.111
1.243	-0.093	10.226
1.439	0.047	10.084
1.49	0.108	10.067
1.183	-0.184	10.184
1.545	0.229	10.071
1.25	-0.083	10.239
1.381	0.13	10.086
1.435	0.03	10.041
1.204	-0.083	10.229
1.517	0.116	10.094
1.369	0.042	10.134
1.262	-0.123	10.224
1.574	0.203	10.03
1.165	-0.157	10.305
1.468	0.163	10.053
1.411	0.035	10.282
1.217	-0.069	10.233
1.555	0.148	10.048
1.283	-0.025	10.181
1.332	-0.071	10.176
1.595	0.168	10.017
1.152	-0.15	10.313
1.587	0.194	10.079
1.311	-0.006	10.102
1.281	-0.027	10.175
1.56	0.15	10.043
1.241	-0.067	10.271
1.411	0.033	10.18
1.524	0.111	10.053
1.167	-0.113	10.274
1.626	0.186	10.053
1.211	-0.02	10.195
1.353	0.014	10.159
1.527	0.15	10.042
1.213	-0.067	10.231
1.433	0.109	10.12
1.465	0.077	10.11
1.199	-0.041	10.22
1.623	0.116	10.066
1.204	-0.062	10.177
1.438	0.047	10.134
1.486	0.102	10.078
1.223	-0.139	10.208
1.457	0.181	10.052
1.38	-0.001	10.184
1.27	0.029	10.193
1.569	0.062	10.098
1.195	-0.083	10.26
1.476	0.081	10.075
1.429	0.068	10.105
1.254	-0.164	10.256
1.495	0.193	10.068
1.287	-0.1	10.197
1.335	0.098	10.116
1.52	0.042	10.135
1.204	-0.102	10.269
1.542	0.133	10.076
1.375	0.068	10.141
1.283	-0.142	10.187
1.572	0.212	10.026
1.202	-0.159	10.265
1.423	0.16	10.061
1.406	0.022	10.013
1.241	-0.096	10.26
1.574	0.107	10.013
1.323	0.008	10.138
1.307	-0.103	10.218
1.601	0.183	10.066
1.186	-0.165	10.279
1.523	0.181	10.02
1.381	0.015	10.224
1.261	-0.066	10.176
1.575	0.127	10.035
1.289	-0.021	10.181
1.35	-0.018	10.148
1.577	0.157	10.065
1.173	-0.151	10.258
1.58	0.2	10.069
1.284	-0.001	10.205
1.308	-0.014	10.157
1.567	0.141	10.076
1.25	-0.042	10.215
1.417	0.02	10.195
1.545	0.105	10.062
1.188	-0.1	10.254
1.612	0.149	10.037
1.232	-0.015	10.179
1.358	0.026	10.145
1.515	0.107	10.09
1.232	-0.073	10.172
1.413	0.107	10.127
1.451	0.048	10.113
1.219	-0.031	10.218
1.593	0.095	10.09
1.199	-0.065	10.198
1.425	0.057	10.156
1.467	0.095	10.058
1.244	-0.153	10.251
1.474	0.175	10.071
1.369	-0.048	10.152
1.28	0.039	10.195
1.595	0.089	10.08
1.229	-0.084	10.249
1.507	0.082	10.038
1.428	0.086	10.139
1.274	-0.162	10.2
1.511	0.197	10.051
1.264	-0.108	10.218
1.35	0.095	10.095
1.494	0.031	10.127
1.223	-0.138	10.232
1.563	0.127	10.055
1.359	0.054	10.141
1.296	-0.157	10.2
1.566	0.215	10.05
1.223	-0.169	10.276
1.434	0.153	10.085
1.425	0.02	10.008
1.243	-0.09	10.243
1.589	0.124	10.036
1.343	0.022	10.183
1.314	-0.085	10.112
1.573	0.21	10.068
1.176	-0.17	10.244
1.514	0.199	10.061
1.374	0.033	10.129
1.267	-0.067	10.227
1.573	0.145	10.051
1.283	-0.016	10.169
1.363	-0.031	10.184
1.575	0.144	10.043
1.164	-0.15	10.291
1.607	0.166	10.008
1.296	0.002	10.194
1.311	-0.001	10.162
1.54	0.125	10.045
1.279	-0.038	10.197
1.411	0.05	10.226
1.554	0.101	10.05
1.183	-0.092	10.239
1.638	0.157	10.018
1.241	-0.019	10.166
1.265	-0.166	10.195
1.526	0.202	10.005
1.276	-0.094	10.149
1.368	0.136	10.123
1.48	0.018	10.173
1.223	-0.12	10.236
1.551	0.093	10.059
1.387	0.065	10.132
1.3	-0.147	10.224
1.239	-0.127	10.258
1.456	0.096	10.095
1.339	-0.013	10.166
1.473	0.045	10.083
1.36	0.007	10.123
1.399	0.047	10.14
1.439	0.047	10.126
1.411	0.026	10.108
1.402	0.017	10.157
1.4	0.01	10.105
1.398	0.01	10.147
1.422	0.056	10.131
1.372	0.007	10.149
1.401	0.029	10.118
1.407	0.032	10.136
1.413	0.016	10.144
1.399	0.003	10.064
1.416	0.036	10.094
1.407	0.021	10.173
1.397	0.006	10.01
1.429	-0.004	10.171
1.398	0.075	10.095
1.406	0.017	10.086
1.432	0.005	10.133
1.422	-0.013	10.09
1.413	-0.007	10.148
1.42	-0.02	10.165
1.429	0.013	10.121
1.403	0.037	10.099
1.388	0.001	10.143
1.408	0.034	10.142
1.373	0.031	10.146
1.399	0.026	10.144
1.381	0.012	10.14
1.393	0.0	10.111
1.356	0.025	10.125
1.465	0.051	10.113
1.372	0.022	10.146
1.435	0.045	10.072
1.412	0.011	10.117
1.389	0.03	10.107
1.383	0.035	10.163
1.408	0.028	10.114
1.392	0.008	10.135
1.42	0.026	10.116
1.386	0.016	10.157
1.382	0.026	10.129
1.407	0.02	10.132
1.384	0.034	10.144
1.429	0.042	10.107
1.377	0.014	10.149
1.425	0.016	10.101
1.383	0.024	10.188
1.454	0.011	10.11
1.348	0.0	10.153
1.386	0.022	10.117
1.417	0.028	10.15
1.415	0.026	10.126
1.412	0.037	10.12
1.417	0.013	10.108
1.41	0.02	10.088
1.399	0.013	10.103
1.391	-0.013	10.154
1.402	0.025	10.115
1.411	0.032	10.108
1.434	0.028	10.112
1.374	0.037	10.15
1.406	0.041	10.089
1.389	0.018	10.136
1.401	0.032	10.105
1.398	0.016	10.111
1.399	0.022	10.127
1.41	0.012	10.136
0.374	-0.091	10.466
0.694	-0.248	10.272
0.894	0.121	10.15
0.866	0.112	10.152
1.073	-0.011	10.099
0.896	-0.02	10.294
0.822	0.102	10.062
0.99	0.101	10.23
1.27	-0.186	10.25
1.428	0.151	10.09
1.329	0.012	10.173
1.35	0.013	10.187
1.391	0.048	10.116
1.432	-0.19	10.34
