0.964	0.216	10.047
1.223	0.15	10.084
1.215	0.09	10.163
1.204	0.036	10.154
1.271	0.044	10.151
1.287	0.041	10.133
1.247	0.056	10.157
1.264	0.071	10.15
1.204	0.06	10.18
1.267	0.038	10.178
1.235	0.059	10.143
1.267	0.081	10.161
1.211	0.068	10.172
1.261	0.071	10.139
1.231	0.081	10.192
1.253	0.087	10.127
1.24	0.074	10.192
1.246	0.044	10.151
1.251	0.035	10.169
1.235	0.039	10.172
1.247	0.057	10.166
1.266	0.062	10.118
1.215	0.063	10.166
1.247	0.04	10.154
1.246	0.069	10.145
1.255	0.052	10.168
1.277	0.058	10.136
1.243	0.048	10.16
1.257	0.04	10.153
1.254	0.041	10.184
1.245	0.042	10.2
1.284	0.06	10.184
1.247	0.046	10.174
1.25	0.054	10.149
1.245	0.053	10.183
1.241	0.051	10.179
1.258	0.065	10.192
1.267	0.041	10.168
1.233	0.058	10.169
1.243	0.055	10.138
1.256	0.065	10.162
1.252	0.062	10.157
1.24	0.034	10.175
1.262	0.053	10.135
1.248	0.06	10.193
1.225	0.027	10.151
1.242	0.045	10.151
1.265	0.049	10.2
1.258	0.051	10.202
1.248	0.031	10.191
1.271	0.045	10.157
1.247	0.029	10.123
1.256	0.032	10.192
1.281	0.043	10.238
1.243	0.01	10.177
1.19	0.059	10.175
1.358	0.105	10.116
1.154	-0.002	10.231
1.3	0.007	10.223
1.25	0.078	10.143
1.256	0.067	10.166
1.298	0.057	10.15
1.153	-0.047	10.227
1.387	0.122	10.133
1.226	0.129	10.095
1.246	-0.007	10.184
1.195	0.025	10.193
1.389	0.113	10.148
1.254	0.06	10.182
1.238	-0.015	10.147
1.302	0.044	10.128
1.26	0.098	10.192
1.31	0.151	10.184
1.117	-0.069	10.193
1.348	0.124	10.103
1.305	0.148	10.123
1.234	-0.023	10.18
1.198	-0.022	10.193
1.4	0.168	10.101
1.294	0.081	10.123
1.18	-0.004	10.171
1.297	0.046	10.128
1.252	0.119	10.159
1.358	0.156	10.098
1.134	-0.105	10.25
1.326	0.133	10.153
1.359	0.136	10.188
1.231	0.007	10.121
1.206	-0.012	10.215
1.319	0.141	10.16
1.317	0.09	10.163
1.16	0.008	10.198
1.287	0.014	10.116
1.296	0.162	10.151
1.319	0.094	10.113
1.235	-0.095	10.215
1.273	0.056	10.195
1.353	0.083	10.189
1.275	0.053	10.134
1.244	-0.026	10.153
1.223	0.105	10.169
1.355	0.124	10.096
1.162	0.031	10.19
1.268	0.016	10.238
1.341	0.135	10.12
1.275	0.04	10.181
1.301	0.023	10.155
1.185	0.029	10.173
1.349	0.098	10.096
1.283	0.096	10.189
1.246	-0.028	10.16
1.202	0.048	10.138
1.392	0.14	10.147
1.226	0.023	10.213
1.261	0.001	10.117
1.346	0.07	10.166
1.276	0.066	10.19
1.317	0.111	10.112
1.133	-0.026	10.238
1.347	0.132	10.15
1.292	0.159	10.166
1.244	-0.02	10.144
1.195	0.005	10.209
1.428	0.142	10.159
1.277	0.054	10.178
1.233	-0.022	10.154
1.337	0.035	10.093
1.238	0.117	10.165
1.313	0.162	10.113
1.118	-0.08	10.244
1.338	0.12	10.127
1.313	0.154	10.064
1.238	0.001	10.181
1.212	0.017	10.226
1.386	0.136	10.092
1.297	0.103	10.138
1.172	-0.009	10.263
1.271	0.017	10.191
1.289	0.175	10.147
1.324	0.122	10.138
1.193	-0.117	10.248
1.325	0.087	10.136
1.372	0.099	10.11
1.254	0.021	10.207
1.251	-0.005	10.177
1.273	0.132	10.142
1.352	0.135	10.111
1.167	0.008	10.206
1.268	0.011	10.135
1.329	0.145	10.134
1.308	0.087	10.156
1.274	-0.053	10.18
1.237	0.036	10.217
1.367	0.116	10.123
1.268	0.067	10.095
1.287	-0.016	10.158
1.222	0.08	10.132
1.393	0.15	10.137
1.193	0.013	10.177
1.257	-0.015	10.215
1.346	0.111	10.149
1.27	0.053	10.193
1.304	0.048	10.123
1.158	-0.01	10.186
1.354	0.124	10.143
1.285	0.13	10.083
1.262	-0.006	10.202
1.171	0.014	10.214
1.416	0.154	10.158
1.237	0.034	10.153
1.238	-0.017	10.17
1.355	0.05	10.132
1.235	0.069	10.152
1.317	0.127	10.111
1.086	-0.074	10.193
1.376	0.117	10.133
1.314	0.149	10.151
1.259	-0.011	10.165
1.216	-0.009	10.211
1.42	0.157	10.101
1.29	0.08	10.157
1.202	-0.022	10.177
1.32	0.05	10.133
1.262	0.127	10.152
1.344	0.118	10.129
1.135	-0.121	10.2
1.349	0.107	10.114
1.368	0.128	10.138
1.254	0.024	10.189
1.259	-0.003	10.166
1.347	0.153	10.1
1.33	0.111	10.132
1.17	-0.005	10.198
1.283	0.014	10.178
1.309	0.157	10.156
1.315	0.087	10.133
1.246	-0.096	10.203
1.303	0.043	10.175
1.375	0.112	10.134
1.28	0.068	10.168
1.268	-0.013	10.172
1.249	0.119	10.147
1.338	0.141	10.075
1.151	0.019	10.21
1.253	0.001	10.178
1.343	0.125	10.128
1.283	0.044	10.099
1.306	-0.026	10.109
1.203	-0.003	10.217
1.223	0.014	10.181
1.423	0.171	10.083
1.267	0.04	10.123
1.258	-0.019	10.277
1.317	0.025	10.124
1.307	0.085	10.15
1.291	0.056	10.145
1.278	0.025	10.147
1.299	0.106	10.129
1.288	0.032	10.136
1.238	0.03	10.186
1.388	0.11	10.119
1.208	0.025	10.223
1.328	0.06	10.12
1.29	0.059	10.181
0.472	0.301	10.223
0.49	0.285	10.251
0.97	0.197	10.166
1.383	0.261	10.055
1.082	0.133	10.216
1.26	0.147	10.115
-0.069	-0.385	10.338
1.875	0.422	9.825
1.026	0.29	10.21
1.124	0.102	10.138
1.303	0.038	10.136
1.17	0.104	10.178
1.289	0.054	10.183
1.3	0.121	10.192
1.22	0.138	10.178
1.124	0.088	10.201
1.4	0.132	10.145
1.161	0.101	10.196
1.244	0.113	10.174
1.237	0.095	10.198
1.266	0.065	10.12
