1.623	-0.037	10.072
1.515	-0.123	10.139
1.567	-0.135	10.071
1.544	-0.141	10.14
1.611	-0.129	10.114
1.538	-0.132	10.172
1.565	-0.136	10.124
1.581	-0.126	10.132
1.525	-0.128	10.12
1.568	-0.119	10.102
1.554	-0.119	10.098
1.539	-0.12	10.096
1.537	-0.135	10.128
1.588	-0.13	10.124
1.494	-0.151	10.124
1.598	-0.132	10.078
1.553	-0.115	10.136
1.555	-0.149	10.117
1.577	-0.132	10.111
1.532	-0.133	10.11
1.57	-0.139	10.121
1.538	-0.136	10.128
1.565	-0.135	10.104
1.552	-0.129	10.149
1.574	-0.141	10.123
1.555	-0.149	10.104
1.572	-0.13	10.146
1.539	-0.123	10.13
1.567	-0.142	10.135
1.56	-0.134	10.089
1.568	-0.151	10.084
1.554	-0.126	10.116
1.586	-0.15	10.116
1.556	-0.15	10.13
1.546	-0.135	10.135
1.58	-0.141	10.113
1.554	-0.115	10.157
1.548	-0.122	10.121
1.573	-0.104	10.093
1.584	-0.145	10.133
1.563	-0.122	10.125
1.556	-0.148	10.101
1.568	-0.139	10.112
1.566	-0.138	10.173
1.546	-0.14	10.122
1.584	-0.149	10.098
1.561	-0.126	10.148
1.549	-0.144	10.127
1.565	-0.145	10.094
1.558	-0.142	10.095
1.576	-0.131	10.103
1.583	-0.132	10.108
1.56	-0.129	10.095
1.554	-0.13	10.127
1.55	-0.126	10.14
1.559	-0.136	10.118
1.564	-0.14	10.153
1.56	-0.119	10.147
1.549	-0.124	10.101
1.562	-0.13	10.105
1.554	-0.137	10.105
1.574	-0.134	10.113
1.559	-0.144	10.098
1.544	-0.12	10.083
1.584	-0.131	10.098
1.572	-0.136	10.072
1.428	-0.221	10.219
1.849	0.107	9.996
1.311	-0.455	10.268
1.556	0.017	10.019
1.733	-0.189	10.051
1.25	-0.009	10.187
1.873	-0.054	9.931
1.144	-0.214	10.323
1.902	0.032	9.952
1.31	-0.236	10.23
1.659	-0.101	10.12
1.649	-0.218	10.049
1.362	-0.153	10.204
1.805	-0.181	9.925
1.276	-0.068	10.218
1.776	-0.157	9.996
1.305	0.008	10.225
1.689	-0.111	10.05
1.442	-0.157	10.214
1.593	-0.097	10.157
1.663	-0.255	10.131
1.463	-0.133	10.244
1.767	-0.245	10.042
1.25	-0.117	10.239
1.894	-0.068	9.95
1.164	-0.13	10.228
1.804	-0.01	9.947
1.375	-0.204	10.193
1.567	-0.077	10.103
1.69	-0.244	10.092
1.36	-0.144	10.26
1.868	-0.215	10.018
1.213	-0.123	10.238
1.835	-0.118	10.031
1.24	-0.068	10.265
1.741	-0.064	10.075
1.408	-0.166	10.114
1.577	-0.092	10.144
1.644	-0.242	10.147
1.477	-0.126	10.209
1.802	-0.236	10.017
1.252	-0.087	10.211
1.87	-0.12	9.946
1.219	-0.069	10.232
1.806	-0.028	9.95
1.37	-0.159	10.173
1.574	-0.078	10.056
1.656	-0.242	10.084
1.423	-0.15	10.199
1.836	-0.242	10.066
1.226	-0.122	10.187
1.842	-0.112	9.97
1.21	-0.085	10.211
1.768	-0.039	10.001
1.401	-0.148	10.136
1.622	-0.071	10.2
1.616	-0.256	10.153
1.448	-0.116	10.148
1.78	-0.268	10.078
1.28	-0.149	10.209
1.85	-0.136	9.925
1.217	-0.094	10.233
1.805	-0.06	9.965
1.362	-0.143	10.24
1.651	-0.08	10.2
1.581	-0.213	10.126
1.469	-0.119	10.172
1.825	-0.233	10.106
1.282	-0.126	10.241
1.861	-0.165	9.941
1.216	-0.086	10.226
1.818	-0.059	10.012
1.345	-0.126	10.26
1.617	-0.065	10.034
1.573	-0.233	10.111
1.469	-0.114	10.138
1.795	-0.265	10.072
1.289	-0.119	10.219
1.854	-0.174	9.956
1.2	-0.095	10.193
1.827	-0.074	9.992
1.339	-0.124	10.27
1.672	-0.056	10.033
1.539	-0.22	10.124
1.49	-0.114	10.13
1.795	-0.266	10.072
1.316	-0.14	10.203
1.875	-0.174	9.976
1.224	-0.104	10.196
1.855	-0.062	9.989
1.317	-0.12	10.322
1.659	-0.063	9.972
1.526	-0.205	10.086
1.499	-0.107	10.118
1.738	-0.262	10.055
1.32	-0.126	10.208
1.845	-0.173	9.961
1.241	-0.102	10.226
1.846	-0.062	10.027
1.281	-0.111	10.229
1.677	-0.048	10.003
1.501	-0.222	10.097
1.513	-0.129	10.119
1.724	-0.263	10.03
1.355	-0.124	10.199
1.86	-0.194	9.923
1.211	-0.086	10.218
1.837	-0.071	9.914
1.276	-0.075	10.227
1.671	-0.041	9.954
1.496	-0.19	10.226
1.536	-0.111	10.2
1.731	-0.261	10.061
1.383	-0.126	10.224
1.826	-0.206	9.971
1.214	-0.097	10.238
1.835	-0.104	9.924
1.248	-0.098	10.184
1.769	-0.039	9.903
1.347	-0.115	10.15
1.656	-0.099	10.186
1.596	-0.256	10.11
1.468	-0.122	10.184
1.764	-0.249	10.031
1.305	-0.14	10.262
1.85	-0.154	9.988
