1.435	0.056	10.099
1.367	0.055	10.146
1.374	-0.016	10.144
1.413	-0.015	10.112
1.456	-0.001	10.147
1.383	0.021	10.135
1.449	0.012	10.108
1.398	-0.005	10.157
1.427	-0.014	10.138
1.442	0.007	10.077
1.425	0.013	10.156
1.403	-0.01	10.114
1.437	0.001	10.154
1.422	0.017	10.137
1.437	-0.002	10.148
1.463	-0.001	10.136
1.416	0.014	10.139
1.431	-0.02	10.112
1.434	0.012	10.139
1.418	-0.008	10.129
1.435	-0.009	10.148
1.435	-0.003	10.151
1.434	-0.01	10.111
1.411	-0.01	10.117
1.43	0.005	10.11
1.428	0.01	10.141
1.421	-0.005	10.151
1.417	-0.008	10.135
1.431	-0.005	10.129
1.431	0.017	10.139
1.411	0.002	10.161
1.427	-0.013	10.13
1.457	0.001	10.145
1.41	0.006	10.133
1.461	0.012	10.132
1.417	-0.001	10.115
1.431	0.005	10.154
1.43	0.002	10.124
1.424	0.005	10.142
1.428	-0.001	10.151
1.428	-0.008	10.114
1.416	-0.021	10.111
1.424	0.0	10.146
1.443	0.029	10.142
1.46	-0.021	10.12
1.402	0.016	10.156
1.468	0.014	10.084
1.344	0.047	10.177
1.516	-0.017	10.108
1.333	-0.01	10.182
1.55	-0.062	10.096
1.432	0.019	10.151
1.396	-0.051	10.135
1.5	0.211	10.068
1.328	-0.108	10.221
1.433	0.072	10.123
1.445	-0.132	10.158
1.432	0.102	10.151
1.424	-0.041	10.144
1.497	0.008	10.154
1.378	-0.117	10.174
1.521	0.075	10.043
1.309	-0.108	10.17
1.478	0.093	10.096
1.368	0.141	10.174
1.43	-0.022	10.15
1.365	-0.039	10.15
1.523	-0.055	10.12
1.465	0.087	10.1
1.416	-0.047	10.149
1.536	0.072	10.09
1.386	-0.055	10.12
1.425	0.072	10.06
1.378	-0.109	10.223
1.475	0.119	10.111
1.37	0.022	10.199
1.514	-0.078	10.095
1.349	-0.093	10.193
1.568	0.027	10.047
1.332	-0.029	10.178
1.468	-0.019	10.121
1.433	0.162	10.147
1.408	-0.057	10.121
1.368	0.004	10.141
1.447	-0.132	10.167
1.46	0.102	10.127
1.417	-0.054	10.146
1.522	-0.011	10.09
1.383	-0.107	10.192
1.524	0.073	10.069
1.323	-0.108	10.18
1.474	0.081	10.093
1.362	0.111	10.168
1.474	-0.056	10.065
1.344	-0.081	10.177
1.558	-0.05	10.101
1.402	0.058	10.124
1.448	-0.052	10.12
1.484	0.102	10.206
1.414	-0.061	10.126
1.417	0.074	10.157
1.357	-0.139	10.099
1.484	0.09	10.128
1.366	0.034	10.197
1.493	-0.053	10.101
1.356	-0.101	10.235
1.59	0.027	10.047
1.314	-0.051	10.187
1.523	0.011	10.101
1.383	0.158	10.142
1.436	-0.076	10.159
1.363	0.005	10.143
1.519	-0.126	10.111
1.446	0.081	10.136
1.448	-0.056	10.19
1.53	0.014	10.122
1.377	-0.101	10.13
1.486	0.097	10.087
1.311	-0.104	10.173
1.473	0.097	10.06
1.349	0.093	10.168
1.48	-0.061	10.128
1.335	-0.078	10.181
1.592	-0.025	10.078
1.39	0.031	10.13
1.49	-0.044	10.119
1.468	0.133	10.143
1.411	-0.065	10.155
1.407	0.027	10.121
1.408	-0.163	10.2
1.492	0.105	10.086
1.422	-0.022	10.156
1.526	-0.046	10.15
1.398	-0.126	10.178
1.581	0.019	10.163
1.341	-0.084	10.123
1.498	0.017	10.126
1.388	0.159	10.136
1.441	-0.069	10.09
1.344	-0.007	10.141
1.546	-0.1	10.18
1.439	0.081	10.132
1.471	-0.072	10.183
1.505	0.066	10.105
1.413	-0.075	10.15
1.457	0.081	10.042
1.332	-0.155	10.209
1.472	0.111	10.126
1.374	0.032	10.143
1.503	-0.087	10.099
1.355	-0.093	10.171
1.62	-0.037	10.02
1.353	-0.013	10.158
1.51	-0.026	10.126
1.427	0.146	10.08
1.422	-0.095	10.145
1.353	0.025	10.117
1.42	-0.168	10.189
1.486	0.095	10.104
1.422	-0.065	10.189
1.53	-0.033	10.167
1.39	-0.13	10.198
1.543	0.059	10.026
1.305	-0.101	10.188
1.517	0.048	10.147
1.399	0.113	10.135
1.494	-0.063	10.11
1.329	-0.045	10.162
1.587	-0.106	10.145
1.396	0.058	10.171
1.475	-0.08	10.091
1.492	0.041	10.103
1.417	-0.107	10.126
1.441	0.058	10.036
1.337	-0.16	10.195
1.471	0.093	10.123
1.38	0.029	10.125
1.523	-0.067	10.093
1.332	-0.107	10.195
1.621	-0.023	10.095
1.302	-0.054	10.184
1.528	-0.012	10.115
1.425	0.157	10.176
1.465	-0.069	10.127
1.341	-0.005	10.147
1.488	-0.157	10.146
